200 50 100 0.7 33
1	40	56.605	6.809476852152444
2	37	47.475	3.246440358300149
3	35	43.43	2.7649773959293054
4	35	40.865	2.3930681143669945
5	31	39.3	2.3558437978779483
6	31	38.0	2.6851443164195103
7	30	36.165	2.4915406880081234
8	30	34.475	2.30203714131636
9	29	33.485	2.2203096630875607
10	28	32.385	2.108737774119866
11	25	31.695	2.42321583850882
12	24	30.505	2.4999949999949997
13	23	29.6	2.6267851073127404
14	22	28.555	2.4529523028383564
15	22	27.85	2.405722344743881
16	21	27.135	2.4034922508716354
17	22	26.46	2.2579636843846713
18	21	26.22	2.364656423246302
19	21	25.725	2.6171310628243285
20	19	25.16	2.4727312834192077
21	19	24.635	2.506346943262245
22	18	23.97	2.519742050290066
23	17	23.38	2.4770143318115863
24	16	22.73	2.6090419697659124
25	16	22.02	2.5079074943067594
26	16	21.615	2.7940606650536406
27	16	20.745	2.3043382998162394
28	16	20.515	2.495951722289516
29	16	20.135	2.4953506767586795
30	14	19.56	2.3423065555131752
31	15	19.28	2.4943135328181985
32	13	19.115	2.4802772022497814
33	13	18.76	2.6043041297052847
34	13	18.26	2.7807193313961056
35	13	17.65	2.7253440149823276
36	13	17.01	2.6999814814179732
37	13	16.69	2.5345413786324325
38	10	16.215	2.6643526418250265
39	10	15.57	2.6805036840116467
40	10	15.375	2.646577979202578
41	10	15.07	2.6105746493827766
42	10	15.015	2.691611970548503
43	10	14.81	2.8042646094832064
44	9	14.32	2.909914088078888
45	9	13.585	2.874504305093316
46	9	12.84	2.6390149677483827
47	8	12.69	2.5404527155607526
48	8	12.435	2.591481236667554
49	8	12.575	2.7738736452837953
50	9	12.58	2.633172990899003
51	8	12.565	2.5623768263079483
52	8	12.38	2.737809343252375
53	8	11.9	2.6851443164195112
54	7	11.955	2.8307198731064864
55	7	11.815	2.753320722327858
56	7	11.86	2.742334771686346
57	7	12.05	2.8102490992792797
58	7	11.66	2.7247752200869697
59	7	11.74	2.6650328328183877
60	7	11.64	2.5730137970869875
61	7	11.555	2.801245258809016
62	7	11.415	2.84302215960411
63	7	10.99	2.816007812489163
64	7	10.57	2.8257919243992475
65	7	10.455	2.8333681370411408
66	7	10.11	2.7906809204923446
67	7	10.255	2.867049877487309
68	7	10.14	2.8320310732758567
69	7	10.585	2.6613483424760496
70	7	10.25	2.752725921700161
71	7	10.18	2.5821696303690036
72	7	10.26	2.760869428277984
73	7	10.105	2.7810025170790453
74	7	10.27	2.8012675702260217
75	7	10.31	2.741149393958674
76	7	10.005	2.7558982201815834
77	7	10.47	2.7855161101670185
78	7	10.085	2.7690747552205974
79	7	10.16	2.702665351093248
80	7	10.46	2.8387321113483055
81	7	10.185	2.7732246573258363
82	7	10.195	2.7833388223498745
83	7	10.2	2.8740215726399834
84	7	10.365	2.7607562369756606
85	7	10.37	2.6801305938330677
86	7	10.24	2.7463430230035004
87	7	10.435	2.822370457611826
88	7	10.645	2.6625129107668206
89	7	10.39	2.808540546262419
90	7	10.235	2.8354496997830854
91	7	9.945	2.6724473802116315
92	7	10.005	2.719370331528977
93	7	10.3	2.8354893757515667
94	7	9.96	2.6511129738281634
95	7	10.62	2.6954776942130296
96	7	10.19	2.6596804319316254
97	7	10.465	2.7016245112894586
98	7	10.245	2.770374523417366
99	7	10.14	2.8249601767104617
100	7	10.23	2.7725619920932343
101	7	10.215	2.7547731304047542
102	7	10.1	2.7239676943752453
103	7	10.45	2.8350485004669674
104	7	10.175	2.926495344264196
105	7	10.215	2.732905962524142
106	7	10.5	2.734958866235469
107	7	10.235	2.7440435492171025
108	7	10.515	2.785637269997656
109	7	10.41	2.7279846040621254
110	7	10.17	2.847999297752723
111	7	10.335	2.8094083006925166
112	7	10.305	2.821697184320106
113	7	10.435	2.795670760300646
114	7	10.02	2.7238942710758813
115	7	10.455	2.77632400846875
116	7	10.26	2.665032832818389
117	7	10.37	2.855363374423646
118	7	10.245	2.732210643416791
119	7	10.31	2.8484908284914687
120	7	10.04	2.8175166370405
121	7	10.28	2.789551935347324
122	7	10.115	2.7462292329665416
123	7	9.965	2.7411265932094415
124	7	10.345	2.8135342542787685
125	7	10.29	2.7723455773045353
126	7	10.435	2.7992454340411075
127	7	10.47	2.7420977371348374
128	7	10.005	2.8310731180949773
129	7	10.465	2.7692553150621553
130	7	10.455	2.859715894979777
131	7	10.205	2.789798379811702
132	7	10.615	2.7761078869525218
133	7	10.545	2.7924854520659554
134	7	10.09	2.7003518289289627
135	7	10.435	2.869804000275975
136	7	10.155	2.7167949867444916
137	7	10.25	2.82444684849972
138	7	10.155	2.8001741017301063
139	7	10.1	2.8740215726399807
140	7	10.32	2.7816541841141933
141	7	10.05	2.8066884401372385
142	7	10.48	2.794566155953373
143	7	10.525	2.873912837926718
144	7	10.245	2.8115787380046813
145	7	10.35	2.763602721087097
146	7	10.42	2.8095551249263653
147	7	10.11	2.66793927966886
148	7	10.13	2.6501132051291725
149	7	10.125	2.7855654722156507
150	7	10.65	2.6884010117540114
151	7	10.235	2.7275950945842373
152	7	10.235	2.7018095787823375
153	7	10.06	2.5896717938765894
154	7	10.1	2.783882181415009
155	7	10.22	2.6403787607083946
156	7	10.21	2.781348593758073
157	7	10.105	2.8238227635600617
158	7	10.21	2.6825174743140088
159	7	10.475	2.8669452384027125
160	7	10.53	2.7274713564032167
161	7	10.625	2.766654116437398
162	7	10.085	2.8631756844455083
163	7	10.4	2.8513154858766487
164	7	10.09	2.634748564853959
165	7	10.31	2.8113875577728544
166	7	10.3	2.7766886753829656
167	7	10.145	2.8185058098219318
168	7	10.43	2.8679435140880987
169	7	10.475	2.7639419313726523
170	7	10.445	2.8437607142655295
171	7	10.45	2.8683619018526927
172	7	10.685	2.7920915099616623
173	7	10.245	2.6823450561029607
174	7	10.225	2.732100840013046
175	7	10.005	2.799102534742166
176	7	10.605	2.845869814309852
177	7	10.13	2.907421538064271
178	7	10.355	2.751177020840352
179	7	10.34	2.7918452679186943
180	7	10.615	2.8101201041948354
181	7	10.54	2.740145981512665
182	7	10.39	2.863197513270784
183	7	10.15	2.804906415551148
184	7	10.41	2.7698194887031877
185	7	10.3	2.6888659319497514
186	7	10.33	2.707600413650433
187	7	10.405	2.707577330382275
188	7	10.175	2.724770632548731
189	7	10.475	2.863455080842021
190	7	10.075	2.756696392423366
191	7	10.27	2.6939005178365436
192	7	10.45	2.7472713735632306
